"Drug1","Drug2","n.syn","Drug1.target","Drug2.target","syn.mean1","syn.sd1","syn.mean2","syn.sd2","n.syn.score"
"nilutamide","JNK5a",0,"androgen receptor","JNK",1.03738317757009,2.10983873856113,0.990654205607477,2.66173204746566,-0.491688373433493
"nilutamide","KU0063794",0,"androgen receptor","mTOR kinase",1.03738317757009,2.10983873856113,1.00934579439252,2.60078118562954,-0.491688373433493
"nilutamide","L779450",0,"androgen receptor","Raf",1.03738317757009,2.10983873856113,1.36448598130841,2.03920315256797,-0.669127045821852
"nilutamide","LSN415169",0,"androgen receptor","gamma secretase",1.03738317757009,2.10983873856113,1,2.00471143173483,-0.498824910243877
"nilutamide","PIM-1 4a",0,"androgen receptor","PIM",1.03738317757009,2.10983873856113,1.58878504672897,4.36528602669615,-0.491688373433493
"nilutamide","QS11",0,"androgen receptor","ARFGAP",1.03738317757009,2.10983873856113,1.81308411214953,2.30721117745791,-0.785833620200815
"nilutamide","SNS-032",0,"androgen receptor","CDK2/7/9",1.03738317757009,2.10983873856113,1.5607476635514,3.2013486842251,-0.491688373433493
"nilutamide","SU6656",0,"androgen receptor","Lyn/Src/Fyn/Yes",1.03738317757009,2.10983873856113,1.36448598130841,2.24193533041099,-0.608619687998885
"nilutamide","SrcI1",0,"androgen receptor","Src",1.03738317757009,2.10983873856113,2.08411214953271,3.01293280090604,-0.691722081855255
"nilutamide","T0901317",0,"androgen receptor","LXR",1.03738317757009,2.10983873856113,1.29906542056075,2.50363868509238,-0.518870965006205
"nilutamide","U73122",0,"androgen receptor","PLC",1.03738317757009,2.10983873856113,2,2.26956898908723,-0.881224589169399
"nilutamide","Wnti",0,"androgen receptor","bCatenin",1.03738317757009,2.10983873856113,6.04672897196262,5.71060446453605,-1.05885970732415
"nilutamide","XAV939",0,"androgen receptor","tankyrase 1/2",1.03738317757009,2.10983873856113,0.878504672897196,1.38530209479589,-0.634161080241949
"nilutamide","cediranib/AZD2171",0,"androgen receptor","VEGFR (pan)",1.03738317757009,2.10983873856113,1.06542056074766,2.06621990116024,-0.515637546685811
"nilutamide","pioglitazone",0,"androgen receptor","PPARg, agonist",1.03738317757009,2.10983873856113,1.35514018691589,2.93081332149375,-0.491688373433493
"nilutamide","vasastrol",0,"androgen receptor","KSP (Eg5, kinesin-5)",1.03738317757009,2.10983873856113,1.13084112149533,1.9526668370222,-0.579126505379612
"palbociclib/PD332991","A769662",0,"CDK4/6","AMPK agonist",1,1.51096620343558,1.04672897196262,2.3567773710714,-0.661828171752774
"palbociclib/PD332991","AS252424",0,"CDK4/6","PI3K (gamma)",1,1.51096620343558,1.20560747663551,2.44462567168484,-0.661828171752774
"palbociclib/PD332991","AZD7762",0,"CDK4/6","Chk1/2",1,1.51096620343558,1.81308411214953,3.44808079273612,-0.661828171752774
"palbociclib/PD332991","C75",0,"CDK4/6","Fatty Acid Synthase",1,1.51096620343558,1.42990654205607,3.07488962689692,-0.661828171752774
"palbociclib/PD332991","CHIR265",0,"CDK4/6","Raf, VEGFR",1,1.51096620343558,2.45794392523365,2.95334915043466,-0.832256465467991
"palbociclib/PD332991","CP690550",0,"CDK4/6","JAK3",1,1.51096620343558,1.09345794392523,2.08105883010228,-0.661828171752774
"palbociclib/PD332991","EX527",0,"CDK4/6","SIRT1",1,1.51096620343558,0.869158878504673,1.74336538647121,-0.661828171752774
"palbociclib/PD332991","GSK0660",0,"CDK4/6","PPARd, ant",1,1.51096620343558,1.11214953271028,2.43142594548393,-0.661828171752774
"palbociclib/PD332991","GSK650394",0,"CDK4/6","SGK",1,1.51096620343558,0.897196261682243,1.59559877823906,-0.661828171752774
"palbociclib/PD332991","GW2580",0,"CDK4/6","CSF1R/fms",1,1.51096620343558,1.07476635514019,1.89189400247297,-0.661828171752774
"palbociclib/PD332991","GW441756",0,"CDK4/6","TrkA",1,1.51096620343558,1.00934579439252,2.34518908238299,-0.661828171752774
"palbociclib/PD332991","HIF-1i",0,"CDK4/6","HIFa",1,1.51096620343558,1.75700934579439,3.0463127154462,-0.661828171752774
"palbociclib/PD332991","Indole-3-carbinol",0,"CDK4/6","Aryl Hydrocarbon Receptor (AhR) Agonists/Indoleamine 2,3-dioxygenase Inhibitors",1,1.51096620343558,0.97196261682243,2.62950581455489,-0.661828171752774
"palbociclib/PD332991","JNK5a",0,"CDK4/6","JNK",1,1.51096620343558,0.990654205607477,2.66173204746566,-0.661828171752774
"palbociclib/PD332991","JZL184",0,"CDK4/6","MAGL",1,1.51096620343558,1.64485981308411,3.72460542787686,-0.661828171752774
"palbociclib/PD332991","KU0063794",0,"CDK4/6","mTOR kinase",1,1.51096620343558,1.00934579439252,2.60078118562954,-0.661828171752774
"palbociclib/PD332991","KU55933",0,"CDK4/6","ATM",1,1.51096620343558,1.4392523364486,3.2684240334052,-0.661828171752774
"palbociclib/PD332991","LSN415169",0,"CDK4/6","gamma secretase",1,1.51096620343558,1,2.00471143173483,-0.661828171752774
"palbociclib/PD332991","PD173074",0,"CDK4/6","FGFR1/3",1,1.51096620343558,0.925233644859813,2.1835618062872,-0.661828171752774
"palbociclib/PD332991","PF04217903",0,"CDK4/6","MET",1,1.51096620343558,0.990654205607477,2.40084626236763,-0.661828171752774
"palbociclib/PD332991","PIM-1 4a",0,"CDK4/6","PIM",1,1.51096620343558,1.58878504672897,4.36528602669615,-0.661828171752774
"palbociclib/PD332991","SNS-032",0,"CDK4/6","CDK2/7/9",1,1.51096620343558,1.5607476635514,3.2013486842251,-0.661828171752774
"palbociclib/PD332991","SNS314",0,"CDK4/6","Aurora (pan)",1,1.51096620343558,1.29906542056075,1.80259222814335,-0.720665162247356
"palbociclib/PD332991","Tie2i",0,"CDK4/6","TIE_2",1,1.51096620343558,1.42990654205607,2.50701713134226,-0.661828171752774
"palbociclib/PD332991","cediranib/AZD2171",0,"CDK4/6","VEGFR (pan)",1,1.51096620343558,1.06542056074766,2.06621990116024,-0.661828171752774
"palbociclib/PD332991","dasatanib",0,"CDK4/6","Multi (BCR-Abl, EAR, PDGFR, c-kit)",1,1.51096620343558,1.64485981308411,1.99173924398032,-0.825840941807725
"palbociclib/PD332991","lenalidomide",0,"CDK4/6","TNFa",1,1.51096620343558,0.878504672897196,1.66376635908395,-0.661828171752774
"palbociclib/PD332991","temozolomide",0,"CDK4/6","alkylating agent (tetrazine)",1,1.51096620343558,1.05607476635514,2.33848756033231,-0.661828171752774
"palbociclib/PD332991","vasastrol",0,"CDK4/6","KSP (Eg5, kinesin-5)",1,1.51096620343558,1.13084112149533,1.9526668370222,-0.661828171752774
"palbociclib/PD332991","vatalanib/PTK787",0,"CDK4/6","VEFGR (1-4), c-kit, PDGFb",1,1.51096620343558,1.93457943925234,3.94841986077111,-0.661828171752774
"palbociclib/PD332991","vorinostat/SAHA",0,"CDK4/6","HDAC",1,1.51096620343558,0.88785046728972,1.72838185204706,-0.661828171752774
"pioglitazone","A769662",0,"PPARg, agonist","AMPK agonist",1.35514018691589,2.93081332149375,1.04672897196262,2.3567773710714,-0.462376834777457
"pioglitazone","AS252424",0,"PPARg, agonist","PI3K (gamma)",1.35514018691589,2.93081332149375,1.20560747663551,2.44462567168484,-0.49316649604052
"pioglitazone","BID1870",0,"PPARg, agonist","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.35514018691589,2.93081332149375,1.4392523364486,3.22191074824985,-0.462376834777457
"pioglitazone","C75",0,"PPARg, agonist","Fatty Acid Synthase",1.35514018691589,2.93081332149375,1.42990654205607,3.07488962689692,-0.465026949113321
"pioglitazone","Dorsomorphin",0,"PPARg, agonist","AMPK/BMP antagonist",1.35514018691589,2.93081332149375,1.49532710280374,3.37128224801305,-0.462376834777457
"pioglitazone","Embelin",0,"PPARg, agonist","XIAP",1.35514018691589,2.93081332149375,1.8785046728972,2.83412586894367,-0.66281624732403
"pioglitazone","GSK0660",0,"PPARg, agonist","PPARd, ant",1.35514018691589,2.93081332149375,1.11214953271028,2.43142594548393,-0.462376834777457
"pioglitazone","GW2580",0,"PPARg, agonist","CSF1R/fms",1.35514018691589,2.93081332149375,1.07476635514019,1.89189400247297,-0.568090153959639
"pioglitazone","GW9662",0,"PPARg, agonist","PPARg",1.35514018691589,2.93081332149375,1.25233644859813,2.29886542132355,-0.544762836911572
"pioglitazone","HIF-1i",0,"PPARg, agonist","HIFa",1.35514018691589,2.93081332149375,1.75700934579439,3.0463127154462,-0.576765916672163
"pioglitazone","JZL184",0,"PPARg, agonist","MAGL",1.35514018691589,2.93081332149375,1.64485981308411,3.72460542787686,-0.462376834777457
"pioglitazone","KU55933",0,"PPARg, agonist","ATM",1.35514018691589,2.93081332149375,1.4392523364486,3.2684240334052,-0.462376834777457
"pioglitazone","LFM-A13",0,"PPARg, agonist","BTK, Plk",1.35514018691589,2.93081332149375,0.925233644859813,1.66371336529951,-0.55612563086746
"pioglitazone","NVP-TAE684",0,"PPARg, agonist","ALK",1.35514018691589,2.93081332149375,1.49532710280374,2.0893884262549,-0.715676933983988
"pioglitazone","TCS401",0,"PPARg, agonist","PTP-1B",1.35514018691589,2.93081332149375,0.766355140186916,1.60529453743881,-0.47739223071774
"pioglitazone","XAV939",0,"PPARg, agonist","tankyrase 1/2",1.35514018691589,2.93081332149375,0.878504672897196,1.38530209479589,-0.634161080241949
"ruxolitinib","A769662",0,"JAK1/2, Tyk2","AMPK agonist",0.906542056074766,2.01191127697574,1.04672897196262,2.3567773710714,-0.450587491828894
"ruxolitinib","AS252424",0,"JAK1/2, Tyk2","PI3K (gamma)",0.906542056074766,2.01191127697574,1.20560747663551,2.44462567168484,-0.49316649604052
"ruxolitinib","AZD7762",0,"JAK1/2, Tyk2","Chk1/2",0.906542056074766,2.01191127697574,1.81308411214953,3.44808079273612,-0.52582413845089
"ruxolitinib","BI78D3",0,"JAK1/2, Tyk2","JNK",0.906542056074766,2.01191127697574,0.869158878504673,2.21096799491071,-0.450587491828894
"ruxolitinib","BID1870",0,"JAK1/2, Tyk2","RSK (RSK1/2/3/5/, PLK1, ARKB)",0.906542056074766,2.01191127697574,1.4392523364486,3.22191074824985,-0.450587491828894
"ruxolitinib","BMS536924",0,"JAK1/2, Tyk2","Multi (IGFR1R, InR, FAK)",0.906542056074766,2.01191127697574,1.44859813084112,2.6960265831363,-0.537308548774011
"ruxolitinib","Bexarotene",0,"JAK1/2, Tyk2","RXR",0.906542056074766,2.01191127697574,1.80373831775701,2.65443470987508,-0.679518810934286
"ruxolitinib","C75",0,"JAK1/2, Tyk2","Fatty Acid Synthase",0.906542056074766,2.01191127697574,1.42990654205607,3.07488962689692,-0.465026949113321
"ruxolitinib","CX4945",0,"JAK1/2, Tyk2","CK2a",0.906542056074766,2.01191127697574,1.41121495327103,1.75882288588852,-0.802363310480867
"ruxolitinib","Crizotinib/PF2341066",0,"JAK1/2, Tyk2","Multi (c-kit, ALK, MET)",0.906542056074766,2.01191127697574,0.822429906542056,1.78469956306879,-0.46082260765946
"ruxolitinib","Darinaparsin",0,"JAK1/2, Tyk2","arsenic",0.906542056074766,2.01191127697574,1.22429906542056,3.21936478914166,-0.450587491828894
"ruxolitinib","Docetaxel",0,"JAK1/2, Tyk2","microtubule agent (taxane)",0.906542056074766,2.01191127697574,3.19626168224299,2.89253839144284,-1.10500233694345
"ruxolitinib","Dovitinib/CHIR-258",0,"JAK1/2, Tyk2","Multi (c-Kit, FGFR, FLT3, FMS, PDGFR, VEGFR)",0.906542056074766,2.01191127697574,1.58878504672897,2.54748588985682,-0.623667849566881
"ruxolitinib","EX527",0,"JAK1/2, Tyk2","SIRT1",0.906542056074766,2.01191127697574,0.869158878504673,1.74336538647121,-0.498552331742665
"ruxolitinib","GSK0660",0,"JAK1/2, Tyk2","PPARd, ant",0.906542056074766,2.01191127697574,1.11214953271028,2.43142594548393,-0.457406294761294
"ruxolitinib","GSK650394",0,"JAK1/2, Tyk2","SGK",0.906542056074766,2.01191127697574,0.897196261682243,1.59559877823906,-0.562294402526688
"ruxolitinib","GW2580",0,"JAK1/2, Tyk2","CSF1R/fms",0.906542056074766,2.01191127697574,1.07476635514019,1.89189400247297,-0.568090153959639
"ruxolitinib","GW9662",0,"JAK1/2, Tyk2","PPARg",0.906542056074766,2.01191127697574,1.25233644859813,2.29886542132355,-0.544762836911572
"ruxolitinib","HIF-1i",0,"JAK1/2, Tyk2","HIFa",0.906542056074766,2.01191127697574,1.75700934579439,3.0463127154462,-0.576765916672163
"ruxolitinib","IMD0354",0,"JAK1/2, Tyk2","IKK",0.906542056074766,2.01191127697574,0.738317757009346,1.12716415404031,-0.655022389030782
"ruxolitinib","IPA3",0,"JAK1/2, Tyk2","PAK",0.906542056074766,2.01191127697574,0.981308411214953,1.79612427823164,-0.546347723878603
"ruxolitinib","JZL184",0,"JAK1/2, Tyk2","MAGL",0.906542056074766,2.01191127697574,1.64485981308411,3.72460542787686,-0.450587491828894
"ruxolitinib","KU0063794",0,"JAK1/2, Tyk2","mTOR kinase",0.906542056074766,2.01191127697574,1.00934579439252,2.60078118562954,-0.450587491828894
"ruxolitinib","L779450",0,"JAK1/2, Tyk2","Raf",0.906542056074766,2.01191127697574,1.36448598130841,2.03920315256797,-0.669127045821852
"ruxolitinib","LFM-A13",0,"JAK1/2, Tyk2","BTK, Plk",0.906542056074766,2.01191127697574,0.925233644859813,1.66371336529951,-0.55612563086746
"ruxolitinib","LSN415169",0,"JAK1/2, Tyk2","gamma secretase",0.906542056074766,2.01191127697574,1,2.00471143173483,-0.498824910243877
"ruxolitinib","MK1775",0,"JAK1/2, Tyk2","Wee-1",0.906542056074766,2.01191127697574,1.5607476635514,2.81564889164268,-0.554311891721999
"ruxolitinib","MK2206",0,"JAK1/2, Tyk2","Akt",0.906542056074766,2.01191127697574,1.24299065420561,2.15372043829438,-0.57713649000331
"ruxolitinib","Midostaurin/PKC412",0,"JAK1/2, Tyk2","Multi (FLT3, KIT, etc., broad spectrum)",0.906542056074766,2.01191127697574,2.19626168224299,2.77264008896789,-0.792119284064938
"ruxolitinib","NVP-BEZ235",0,"JAK1/2, Tyk2","PI3K/TORC1/TORC2 dual specificity",0.906542056074766,2.01191127697574,1.02803738317757,2.27147173604382,-0.452586473723016
"ruxolitinib","NVP-TAE684",0,"JAK1/2, Tyk2","ALK",0.906542056074766,2.01191127697574,1.49532710280374,2.0893884262549,-0.715676933983988
"ruxolitinib","Nutlin-3",0,"JAK1/2, Tyk2","MDM2/p53",0.906542056074766,2.01191127697574,0.88785046728972,1.83430158835772,-0.484026439776801
"ruxolitinib","OSI906",0,"JAK1/2, Tyk2","IGF1R",0.906542056074766,2.01191127697574,1.26168224299065,2.22055767514469,-0.56818260435791
"ruxolitinib","PD173074",0,"JAK1/2, Tyk2","FGFR1/3",0.906542056074766,2.01191127697574,0.925233644859813,2.1835618062872,-0.450587491828894
"ruxolitinib","PF04217903",0,"JAK1/2, Tyk2","MET",0.906542056074766,2.01191127697574,0.990654205607477,2.40084626236763,-0.450587491828894
"ruxolitinib","Pazopanib",0,"JAK1/2, Tyk2","Multi (VEGFR2, FLT1, FLT4)",0.906542056074766,2.01191127697574,0.831775700934579,1.55700475216741,-0.534215261563405
"ruxolitinib","Perifosine",0,"JAK1/2, Tyk2","Akt/PI3K",0.906542056074766,2.01191127697574,1.89719626168224,3.36444948940809,-0.563895005008983
"ruxolitinib","SNS-032",0,"JAK1/2, Tyk2","CDK2/7/9",0.906542056074766,2.01191127697574,1.5607476635514,3.2013486842251,-0.487528169375023
"ruxolitinib","SrcI1",0,"JAK1/2, Tyk2","Src",0.906542056074766,2.01191127697574,2.08411214953271,3.01293280090604,-0.691722081855255
"ruxolitinib","TCS401",0,"JAK1/2, Tyk2","PTP-1B",0.906542056074766,2.01191127697574,0.766355140186916,1.60529453743881,-0.47739223071774
"ruxolitinib","Tanespimycin/17-AAG",0,"JAK1/2, Tyk2","HSP90",0.906542056074766,2.01191127697574,2.03738317757009,1.7746922860824,-1.14802052927585
"ruxolitinib","Tideglusib/TZDZ-8",0,"JAK1/2, Tyk2","GSK3",0.906542056074766,2.01191127697574,1.02803738317757,2.56779012222511,-0.450587491828894
"ruxolitinib","VX702",0,"JAK1/2, Tyk2","p38",0.906542056074766,2.01191127697574,1.05607476635514,2.36256885973695,-0.450587491828894
"ruxolitinib","XAV939",0,"JAK1/2, Tyk2","tankyrase 1/2",0.906542056074766,2.01191127697574,0.878504672897196,1.38530209479589,-0.634161080241949
"ruxolitinib","XL147",0,"JAK1/2, Tyk2","PI3K",0.906542056074766,2.01191127697574,1.21495327102804,2.49916226485951,-0.486144212447261
"ruxolitinib","YM155",0,"JAK1/2, Tyk2","survivin/BIRC5",0.906542056074766,2.01191127697574,3.57009345794393,3.67580603285636,-0.971240981170519
"ruxolitinib","ZM336372",0,"JAK1/2, Tyk2","Raf (c-Raf)",0.906542056074766,2.01191127697574,1.46728971962617,2.85603550599377,-0.513750517648281
"ruxolitinib","cediranib/AZD2171",0,"JAK1/2, Tyk2","VEGFR (pan)",0.906542056074766,2.01191127697574,1.06542056074766,2.06621990116024,-0.515637546685811
"ruxolitinib","dasatanib",0,"JAK1/2, Tyk2","Multi (BCR-Abl, EAR, PDGFR, c-kit)",0.906542056074766,2.01191127697574,1.64485981308411,1.99173924398032,-0.825840941807725
"ruxolitinib","decitabine",0,"JAK1/2, Tyk2","methyl transferase inhibitor",0.906542056074766,2.01191127697574,1.10280373831776,1.86797529093215,-0.590373836137542
"ruxolitinib","erlotinib",0,"JAK1/2, Tyk2","EGFR",0.906542056074766,2.01191127697574,1.1588785046729,2.73740523299491,-0.450587491828894
"ruxolitinib","gemcitabine",0,"JAK1/2, Tyk2","Antimetabolite (pyrimidine)",0.906542056074766,2.01191127697574,1.39252336448598,2.55784774409974,-0.544412140127635
"ruxolitinib","lapatinib",0,"JAK1/2, Tyk2","EGFR, HER2, ErbB4",0.906542056074766,2.01191127697574,2.58878504672897,4.11154213144438,-0.629638457777285
"ruxolitinib","lenalidomide",0,"JAK1/2, Tyk2","TNFa",0.906542056074766,2.01191127697574,0.878504672897196,1.66376635908395,-0.528021658870955
"ruxolitinib","nilotinib",0,"JAK1/2, Tyk2","Multi (BCR-Abl, PDGFR, c-kit)",0.906542056074766,2.01191127697574,1.13084112149533,1.99094228259704,-0.567992920427723
"ruxolitinib","nilutamide",0,"JAK1/2, Tyk2","androgen receptor",0.906542056074766,2.01191127697574,1.03738317757009,2.10983873856113,-0.491688373433493
"ruxolitinib","palbociclib/PD332991",0,"JAK1/2, Tyk2","CDK4/6",0.906542056074766,2.01191127697574,1,1.51096620343558,-0.661828171752774
"ruxolitinib","sorafenib",0,"JAK1/2, Tyk2","Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)",0.906542056074766,2.01191127697574,1.82242990654206,2.94865842251728,-0.618053923311417
"ruxolitinib","stibogluconate",0,"JAK1/2, Tyk2","SHP1/2/PTP1B",0.906542056074766,2.01191127697574,1.32710280373832,1.80552454581989,-0.735023407358709
"ruxolitinib","sunitinib",0,"JAK1/2, Tyk2","Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)",0.906542056074766,2.01191127697574,1.49532710280374,2.57848072781095,-0.579925646399237
"ruxolitinib","temozolomide",0,"JAK1/2, Tyk2","alkylating agent (tetrazine)",0.906542056074766,2.01191127697574,1.05607476635514,2.33848756033231,-0.451605894454734
"ruxolitinib","tipifarnib",0,"JAK1/2, Tyk2","FTI",0.906542056074766,2.01191127697574,1.07476635514019,1.99386291697487,-0.539037235704672
"ruxolitinib","vatalanib/PTK787",0,"JAK1/2, Tyk2","VEFGR (1-4), c-kit, PDGFb",0.906542056074766,2.01191127697574,1.93457943925234,3.94841986077111,-0.489962949095925
"ruxolitinib","vincristine",0,"JAK1/2, Tyk2","microtubule agent (vinca alkyloid)",0.906542056074766,2.01191127697574,4.76635514018692,5.94087128997139,-0.802299007593862
"ruxolitinib","vorinostat/SAHA",0,"JAK1/2, Tyk2","HDAC",0.906542056074766,2.01191127697574,0.88785046728972,1.72838185204706,-0.51368883921002
"selumetinib/AZD6244","A769662",0,"MEK","AMPK agonist",1.72897196261682,2.09478279802575,1.04672897196262,2.3567773710714,-0.825370517767431
"selumetinib/AZD6244","C75",0,"MEK","Fatty Acid Synthase",1.72897196261682,2.09478279802575,1.42990654205607,3.07488962689692,-0.825370517767431
"selumetinib/AZD6244","Dorsomorphin",0,"MEK","AMPK/BMP antagonist",1.72897196261682,2.09478279802575,1.49532710280374,3.37128224801305,-0.825370517767431
"selumetinib/AZD6244","GSK650394",0,"MEK","SGK",1.72897196261682,2.09478279802575,0.897196261682243,1.59559877823906,-0.825370517767431
"selumetinib/AZD6244","GW0742",0,"MEK","PPARd, agonist",1.72897196261682,2.09478279802575,1.19626168224299,2.34093696906613,-0.825370517767431
"selumetinib/AZD6244","GW2580",0,"MEK","CSF1R/fms",1.72897196261682,2.09478279802575,1.07476635514019,1.89189400247297,-0.825370517767431
"selumetinib/AZD6244","GW9662",0,"MEK","PPARg",1.72897196261682,2.09478279802575,1.25233644859813,2.29886542132355,-0.825370517767431
"selumetinib/AZD6244","HIF-1i",0,"MEK","HIFa",1.72897196261682,2.09478279802575,1.75700934579439,3.0463127154462,-0.825370517767431
"selumetinib/AZD6244","IPA3",0,"MEK","PAK",1.72897196261682,2.09478279802575,0.981308411214953,1.79612427823164,-0.825370517767431
"selumetinib/AZD6244","JNK5a",0,"MEK","JNK",1.72897196261682,2.09478279802575,0.990654205607477,2.66173204746566,-0.825370517767431
"selumetinib/AZD6244","JZL184",0,"MEK","MAGL",1.72897196261682,2.09478279802575,1.64485981308411,3.72460542787686,-0.825370517767431
"selumetinib/AZD6244","NVP-BEZ235",0,"MEK","PI3K/TORC1/TORC2 dual specificity",1.72897196261682,2.09478279802575,1.02803738317757,2.27147173604382,-0.825370517767431
"selumetinib/AZD6244","OSU03012",0,"MEK","PDK1",1.72897196261682,2.09478279802575,3.27102803738318,3.92276878886643,-0.83385695498215
"selumetinib/AZD6244","PF04217903",0,"MEK","MET",1.72897196261682,2.09478279802575,0.990654205607477,2.40084626236763,-0.825370517767431
"selumetinib/AZD6244","PIM-1 4a",0,"MEK","PIM",1.72897196261682,2.09478279802575,1.58878504672897,4.36528602669615,-0.825370517767431
"selumetinib/AZD6244","SNS314",0,"MEK","Aurora (pan)",1.72897196261682,2.09478279802575,1.29906542056075,1.80259222814335,-0.825370517767431
"selumetinib/AZD6244","T0901317",0,"MEK","LXR",1.72897196261682,2.09478279802575,1.29906542056075,2.50363868509238,-0.825370517767431
"selumetinib/AZD6244","TCS401",0,"MEK","PTP-1B",1.72897196261682,2.09478279802575,0.766355140186916,1.60529453743881,-0.825370517767431
"selumetinib/AZD6244","Tie2i",0,"MEK","TIE_2",1.72897196261682,2.09478279802575,1.42990654205607,2.50701713134226,-0.825370517767431
"selumetinib/AZD6244","Vismodegib/GDC0449",0,"MEK","Hh",1.72897196261682,2.09478279802575,0.803738317757009,2.14757103836838,-0.825370517767431
"selumetinib/AZD6244","XAV939",0,"MEK","tankyrase 1/2",1.72897196261682,2.09478279802575,0.878504672897196,1.38530209479589,-0.825370517767431
"selumetinib/AZD6244","cisplatin",0,"MEK","alkylating agent (platinum)",1.72897196261682,2.09478279802575,2,4.85254261303502,-0.825370517767431
"selumetinib/AZD6244","nilutamide",0,"MEK","androgen receptor",1.72897196261682,2.09478279802575,1.03738317757009,2.10983873856113,-0.825370517767431
"selumetinib/AZD6244","pioglitazone",0,"MEK","PPARg, agonist",1.72897196261682,2.09478279802575,1.35514018691589,2.93081332149375,-0.825370517767431
"selumetinib/AZD6244","vasastrol",0,"MEK","KSP (Eg5, kinesin-5)",1.72897196261682,2.09478279802575,1.13084112149533,1.9526668370222,-0.825370517767431
"sorafenib","A769662",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","AMPK agonist",1.82242990654206,2.94865842251728,1.04672897196262,2.3567773710714,-0.618053923311417
"sorafenib","BID1870",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.82242990654206,2.94865842251728,1.4392523364486,3.22191074824985,-0.618053923311417
"sorafenib","C75",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Fatty Acid Synthase",1.82242990654206,2.94865842251728,1.42990654205607,3.07488962689692,-0.618053923311417
"sorafenib","CP690550",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","JAK3",1.82242990654206,2.94865842251728,1.09345794392523,2.08105883010228,-0.618053923311417
"sorafenib","CX4945",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","CK2a",1.82242990654206,2.94865842251728,1.41121495327103,1.75882288588852,-0.802363310480867
"sorafenib","Dorsomorphin",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","AMPK/BMP antagonist",1.82242990654206,2.94865842251728,1.49532710280374,3.37128224801305,-0.618053923311417
"sorafenib","GW441756",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","TrkA",1.82242990654206,2.94865842251728,1.00934579439252,2.34518908238299,-0.618053923311417
"sorafenib","GW9662",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","PPARg",1.82242990654206,2.94865842251728,1.25233644859813,2.29886542132355,-0.618053923311417
"sorafenib","IPA3",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","PAK",1.82242990654206,2.94865842251728,0.981308411214953,1.79612427823164,-0.618053923311417
"sorafenib","JNK5a",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","JNK",1.82242990654206,2.94865842251728,0.990654205607477,2.66173204746566,-0.618053923311417
"sorafenib","KU0063794",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","mTOR kinase",1.82242990654206,2.94865842251728,1.00934579439252,2.60078118562954,-0.618053923311417
"sorafenib","L779450",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Raf",1.82242990654206,2.94865842251728,1.36448598130841,2.03920315256797,-0.669127045821852
"sorafenib","LFM-A13",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","BTK, Plk",1.82242990654206,2.94865842251728,0.925233644859813,1.66371336529951,-0.618053923311417
"sorafenib","LSN415169",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","gamma secretase",1.82242990654206,2.94865842251728,1,2.00471143173483,-0.618053923311417
"sorafenib","MK1775",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Wee-1",1.82242990654206,2.94865842251728,1.5607476635514,2.81564889164268,-0.618053923311417
"sorafenib","NVP-TAE684",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","ALK",1.82242990654206,2.94865842251728,1.49532710280374,2.0893884262549,-0.715676933983988
"sorafenib","PD173074",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","FGFR1/3",1.82242990654206,2.94865842251728,0.925233644859813,2.1835618062872,-0.618053923311417
"sorafenib","PF04217903",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","MET",1.82242990654206,2.94865842251728,0.990654205607477,2.40084626236763,-0.618053923311417
"sorafenib","PLX4720",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Raf (BRafV600E)",1.82242990654206,2.94865842251728,1.02803738317757,1.76152776704229,-0.618053923311417
"sorafenib","T0901317",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","LXR",1.82242990654206,2.94865842251728,1.29906542056075,2.50363868509238,-0.618053923311417
"sorafenib","Tanespimycin/17-AAG",0,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","HSP90",1.82242990654206,2.94865842251728,2.03738317757009,1.7746922860824,-1.14802052927585
